Sort,SampleLayer_ID,Soil_Series_Type,Surface_Subsurface,Layer_Designation,UpperDepth_cm,LowerDepth_cm,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,Soil_Series,A_Horizon,A_Thickness,ParentMaterials,AnthropogenicMaterials_YN,Anthro_Transported_Material_YN,Texture,Texture_Rubble_Detail,Percent_Sand,Percent_Sand_scale,Percent_Silt,Percent_Silt_scale,Percent_Clay,Percent_Clay_scale,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,Rock_Fragment_Type,Organic_Content,Soil_Core_Notes,Redox_Present_YN,Redox_Color,Redox_Amount,Redox_Size,Redox_Contrast,BulkDensity_gcm3,BulkDensity_scale,Tenth_bar_H2O,Third_bar_H2O,Third_bar_scale,Fifteen_bar_H2O,Fifteen_bar_scale,Ksat_cmhr,Unsaturated_K2cm_cmhr,Borehole_Ksat_cmhr,Texture_mod,ksat_texture,theta_r_texture,theta_s_texture,alpha_texture,n_texture,Texture_Test,Horizon_Simple.1,Soil_Series.1,A_Horizon.1,Grade,Type,Top_Type,Comments,SampleSite_ID,SamplePoint_ID,Latitude,Longitude,hwsd_bd
6471,PORS7PORP26L2_R,Reference,Subsurface,,18,32,14,NA,Bw,B,Lamoine,,NA,,,,,,13,0.131845842,61,0.626283368,26,0.275715801,3,6.5,NA,,NA,,,,,,,0.96,NA,NA,30.3,0.383211402,15.8,0.303884358,0.282,NA,0.282,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,,PORS7,PORP26,43.6641,-70.2712,0.96
6472,PORS7PORP26L3_R,Reference,Subsurface,,32,61,29,NA,Bg,B,Lamoine,,NA,,,,,,10,0.101419878,57,0.585215606,33,0.349946978,3,5.5,NA,,NA,,,,,,,0.96,NA,NA,33,0.424107481,20.1,0.390696923,0.092,NA,0.092,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,,PORS7,PORP26,43.6641,-70.2712,0.96
6473,PORS7PORP26L4_R,Reference,Subsurface,,61,165,104,NA,Cg,C,Lamoine,,NA,,,,,,7,0.070993915,49,0.503080082,44,0.46659597,2,4,NA,,NA,,,,,,,0.96,NA,NA,32.1,0.410475455,24.7,0.483566179,0.04,NA,0.04,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Lamoine,,strong,very coarse prismatic structure,,,PORS7,PORP26,43.6641,-70.2712,0.96
6474,PORS7PORP27L1_R,Reference,Surface,Surface,0,18,18,NA,Ap,A,Lamoine,,NA,,,,,,14,0.14198783,63,0.646817248,23,0.243902439,4,6.5,NA,,NA,,,,,,,0.96,NA,NA,31,0.393814089,16.8,0.324073326,0.6,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Lamoine,,moderate,fine granular structure,,,PORS7,PORP27,43.6641,-70.2712,0.96
6475,PORS7PORP27L2_R,Reference,Subsurface,,18,32,14,NA,Bw,B,Lamoine,,NA,,,,,,13,0.131845842,61,0.626283368,26,0.275715801,3,6.5,NA,,NA,,,,,,,0.96,NA,NA,30.3,0.383211402,15.8,0.303884358,0.282,NA,0.282,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,,PORS7,PORP27,43.6641,-70.2712,0.96
6476,PORS7PORP27L3_R,Reference,Subsurface,,32,61,29,NA,Bg,B,Lamoine,,NA,,,,,,10,0.101419878,57,0.585215606,33,0.349946978,3,5.5,NA,,NA,,,,,,,0.96,NA,NA,33,0.424107481,20.1,0.390696923,0.092,NA,0.092,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,,PORS7,PORP27,43.6641,-70.2712,0.96
6477,PORS7PORP27L4_R,Reference,Subsurface,,61,165,104,NA,Cg,C,Lamoine,,NA,,,,,,7,0.070993915,49,0.503080082,44,0.46659597,2,4,NA,,NA,,,,,,,0.96,NA,NA,32.1,0.410475455,24.7,0.483566179,0.04,NA,0.04,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Lamoine,,strong,very coarse prismatic structure,,,PORS7,PORP27,43.6641,-70.2712,0.96
6478,PORS8PORP28L1_R,Reference,Surface,Surface,0,23,23,NA,H1,H,Belgrade,,NA,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP28,43.6602,-70.2692,0.96
6479,PORS8PORP28L2_R,Reference,Subsurface,,23,46,23,NA,H2,H,Belgrade,,NA,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,NA,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP28,43.6602,-70.2692,0.96
6480,PORS8PORP28L3_R,Reference,Subsurface,,46,71,25,NA,H3,H,Belgrade,,NA,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,NA,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP28,43.6602,-70.2692,0.96
6481,PORS8PORP28L4_R,Reference,Subsurface,,71,165,94,NA,H4,H,Belgrade,,NA,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,NA,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP28,43.6602,-70.2692,0.96
6482,PORS8PORP29L1_R,Reference,Surface,Surface,0,23,23,NA,H1,H,Belgrade,,NA,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP29,43.6602,-70.2692,0.96
6483,PORS8PORP29L2_R,Reference,Subsurface,,23,46,23,NA,H2,H,Belgrade,,NA,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,NA,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP29,43.6602,-70.2692,0.96
6484,PORS8PORP29L3_R,Reference,Subsurface,,46,71,25,NA,H3,H,Belgrade,,NA,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,NA,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP29,43.6602,-70.2692,0.96
6485,PORS8PORP29L4_R,Reference,Subsurface,,71,165,94,NA,H4,H,Belgrade,,NA,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,NA,,NA,,,,,,,0.96,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,NA,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,,PORS8,PORP29,43.6602,-70.2692,0.96
6486,PORS9PORP30L1_R,Reference,Surface,Surface,0,25,25,NA,H1,H,Au Gres,,NA,,,,,,80.7,0.818458418,16.3,0.167351129,3,0.031813362,27.6,15.5,NA,,NA,,,,,,,0.96,NA,18,14,0.136320262,5.8,0.10199467,2.823,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP30,43.6612,-70.2603,0.96
6487,PORS9PORP30L2_R,Reference,Subsurface,,25,81,56,NA,H2,H,Au Gres,,NA,,,,,,80.3,0.814401623,16.7,0.171457906,3,0.031813362,27.4,15.5,NA,,NA,,,,,,,0.96,NA,12,10,0.075733479,3.3,0.051522248,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP30,43.6612,-70.2603,0.96
6488,PORS9PORP30L3_R,Reference,Subsurface,,81,165,84,NA,H3,H,Au Gres,,NA,,,,,,90.6,0.918864097,6.4,0.065708419,3,0.031813362,35.7,6.8,NA,,NA,,,,,,,0.96,NA,11,8.6,0.054528105,1.8,0.021238795,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP30,43.6612,-70.2603,0.96
6489,PORS9PORP31L1_R,Reference,Surface,Surface,0,25,25,NA,H1,H,Au Gres,,NA,,,,,,80.7,0.818458418,16.3,0.167351129,3,0.031813362,27.6,15.5,NA,,NA,,,,,,,0.96,NA,18,14,0.136320262,5.8,0.10199467,2.823,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP31,43.6612,-70.2603,0.96
6490,PORS9PORP31L2_R,Reference,Subsurface,,25,81,56,NA,H2,H,Au Gres,,NA,,,,,,80.3,0.814401623,16.7,0.171457906,3,0.031813362,27.4,15.5,NA,,NA,,,,,,,0.96,NA,12,10,0.075733479,3.3,0.051522248,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP31,43.6612,-70.2603,0.96
6491,PORS9PORP31L3_R,Reference,Subsurface,,81,165,84,NA,H3,H,Au Gres,,NA,,,,,,90.6,0.918864097,6.4,0.065708419,3,0.031813362,35.7,6.8,NA,,NA,,,,,,,0.96,NA,11,8.6,0.054528105,1.8,0.021238795,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP31,43.6612,-70.2603,0.96
6492,PORS9PORP32L1_R,Reference,Surface,Surface,0,25,25,NA,H1,H,Au Gres,,NA,,,,,,80.7,0.818458418,16.3,0.167351129,3,0.031813362,27.6,15.5,NA,,NA,,,,,,,0.96,NA,18,14,0.136320262,5.8,0.10199467,2.823,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP32,43.6612,-70.2603,0.96
6493,PORS9PORP32L2_R,Reference,Subsurface,,25,81,56,NA,H2,H,Au Gres,,NA,,,,,,80.3,0.814401623,16.7,0.171457906,3,0.031813362,27.4,15.5,NA,,NA,,,,,,,0.96,NA,12,10,0.075733479,3.3,0.051522248,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP32,43.6612,-70.2603,0.96
6494,PORS9PORP32L3_R,Reference,Subsurface,,81,165,84,NA,H3,H,Au Gres,,NA,,,,,,90.6,0.918864097,6.4,0.065708419,3,0.031813362,35.7,6.8,NA,,NA,,,,,,,0.96,NA,11,8.6,0.054528105,1.8,0.021238795,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP32,43.6612,-70.2603,0.96
6495,PORS9PORP33L1_R,Reference,Surface,Surface,0,25,25,NA,H1,H,Au Gres,,NA,,,,,,80.7,0.818458418,16.3,0.167351129,3,0.031813362,27.6,15.5,NA,,NA,,,,,,,0.96,NA,18,14,0.136320262,5.8,0.10199467,2.823,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP33,43.6612,-70.2603,0.96
6496,PORS9PORP33L2_R,Reference,Subsurface,,25,81,56,NA,H2,H,Au Gres,,NA,,,,,,80.3,0.814401623,16.7,0.171457906,3,0.031813362,27.4,15.5,NA,,NA,,,,,,,0.96,NA,12,10,0.075733479,3.3,0.051522248,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP33,43.6612,-70.2603,0.96
6497,PORS9PORP33L3_R,Reference,Subsurface,,81,165,84,NA,H3,H,Au Gres,,NA,,,,,,90.6,0.918864097,6.4,0.065708419,3,0.031813362,35.7,6.8,NA,,NA,,,,,,,0.96,NA,11,8.6,0.054528105,1.8,0.021238795,9.174,NA,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Au Gres,,NA,NA,,,PORS9,PORP33,43.6612,-70.2603,0.96
6498,PORS10PORP34L1_R,Reference,Surface,Surface,0,3,3,NA,Oe,O,Hinckley,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,0.96,NA,NA,51,0.696748004,36.6,0.723814908,10,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,,PORS10,PORP34,43.6529,-70.2616,0.96
6499,PORS10PORP34L2_R,Reference,Subsurface,,3,20,17,NA,A,A,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP34,43.6529,-70.2616,0.96
6500,PORS10PORP34L3_R,Reference,Subsurface,,20,28,8,NA,Bw1,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,12.8,8,0.045440087,1.8,0.021238795,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP34,43.6529,-70.2616,0.96
6501,PORS10PORP34L4_R,Reference,Subsurface,,28,41,13,NA,Bw2,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP34,43.6529,-70.2616,0.96
6502,PORS10PORP34L5_R,Reference,Subsurface,,41,48,7,NA,BC,BC,Hinckley,,NA,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,NA,,NA,,,,,,,0.96,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,,PORS10,PORP34,43.6529,-70.2616,0.96
6503,PORS10PORP34L6_R,Reference,Subsurface,,48,165,117,NA,C,C,Hinckley,,NA,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,NA,,NA,,,,,,,0.96,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,,PORS10,PORP34,43.6529,-70.2616,0.96
6504,PORS10PORP35L1_R,Reference,Surface,Surface,0,3,3,NA,Oe,O,Hinckley,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,0.96,NA,NA,51,0.696748004,36.6,0.723814908,10,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,,PORS10,PORP35,43.6529,-70.2616,0.96
6505,PORS10PORP35L2_R,Reference,Subsurface,,3,20,17,NA,A,A,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP35,43.6529,-70.2616,0.96
6506,PORS10PORP35L3_R,Reference,Subsurface,,20,28,8,NA,Bw1,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,12.8,8,0.045440087,1.8,0.021238795,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP35,43.6529,-70.2616,0.96
6507,PORS10PORP35L4_R,Reference,Subsurface,,28,41,13,NA,Bw2,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP35,43.6529,-70.2616,0.96
6508,PORS10PORP35L5_R,Reference,Subsurface,,41,48,7,NA,BC,BC,Hinckley,,NA,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,NA,,NA,,,,,,,0.96,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,,PORS10,PORP35,43.6529,-70.2616,0.96
6509,PORS10PORP35L6_R,Reference,Subsurface,,48,165,117,NA,C,C,Hinckley,,NA,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,NA,,NA,,,,,,,0.96,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,,PORS10,PORP35,43.6529,-70.2616,0.96
6510,PORS10PORP36L1_R,Reference,Surface,Surface,0,3,3,NA,Oe,O,Hinckley,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,0.96,NA,NA,51,0.696748004,36.6,0.723814908,10,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,,PORS10,PORP36,43.6529,-70.2616,0.96
6511,PORS10PORP36L2_R,Reference,Subsurface,,3,20,17,NA,A,A,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP36,43.6529,-70.2616,0.96
6512,PORS10PORP36L3_R,Reference,Subsurface,,20,28,8,NA,Bw1,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,12.8,8,0.045440087,1.8,0.021238795,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP36,43.6529,-70.2616,0.96
6513,PORS10PORP36L4_R,Reference,Subsurface,,28,41,13,NA,Bw2,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP36,43.6529,-70.2616,0.96
6514,PORS10PORP36L5_R,Reference,Subsurface,,41,48,7,NA,BC,BC,Hinckley,,NA,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,NA,,NA,,,,,,,0.96,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,,PORS10,PORP36,43.6529,-70.2616,0.96
6515,PORS10PORP36L6_R,Reference,Subsurface,,48,165,117,NA,C,C,Hinckley,,NA,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,NA,,NA,,,,,,,0.96,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,,PORS10,PORP36,43.6529,-70.2616,0.96
6516,PORS10PORP37L1_R,Reference,Surface,Surface,0,3,3,NA,Oe,O,Hinckley,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,0.96,NA,NA,51,0.696748004,36.6,0.723814908,10,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,,PORS10,PORP37,43.6529,-70.2616,0.96
6517,PORS10PORP37L2_R,Reference,Subsurface,,3,20,17,NA,A,A,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP37,43.6529,-70.2616,0.96
6518,PORS10PORP37L3_R,Reference,Subsurface,,20,28,8,NA,Bw1,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,12.8,8,0.045440087,1.8,0.021238795,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP37,43.6529,-70.2616,0.96
6519,PORS10PORP37L4_R,Reference,Subsurface,,28,41,13,NA,Bw2,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP37,43.6529,-70.2616,0.96
6520,PORS10PORP37L5_R,Reference,Subsurface,,41,48,7,NA,BC,BC,Hinckley,,NA,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,NA,,NA,,,,,,,0.96,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,,PORS10,PORP37,43.6529,-70.2616,0.96
6521,PORS10PORP37L6_R,Reference,Subsurface,,48,165,117,NA,C,C,Hinckley,,NA,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,NA,,NA,,,,,,,0.96,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,,PORS10,PORP37,43.6529,-70.2616,0.96
6522,PORS10PORP38L1_R,Reference,Surface,Surface,0,3,3,NA,Oe,O,Hinckley,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,0.96,NA,NA,51,0.696748004,36.6,0.723814908,10,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,,PORS10,PORP38,43.6529,-70.2616,0.96
6523,PORS10PORP38L2_R,Reference,Subsurface,,3,20,17,NA,A,A,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP38,43.6529,-70.2616,0.96
6524,PORS10PORP38L3_R,Reference,Subsurface,,20,28,8,NA,Bw1,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,12.8,8,0.045440087,1.8,0.021238795,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP38,43.6529,-70.2616,0.96
6525,PORS10PORP38L4_R,Reference,Subsurface,,28,41,13,NA,Bw2,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS10,PORP38,43.6529,-70.2616,0.96
6526,PORS10PORP38L5_R,Reference,Subsurface,,41,48,7,NA,BC,BC,Hinckley,,NA,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,NA,,NA,,,,,,,0.96,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,,PORS10,PORP38,43.6529,-70.2616,0.96
6527,PORS10PORP38L6_R,Reference,Subsurface,,48,165,117,NA,C,C,Hinckley,,NA,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,NA,,NA,,,,,,,0.96,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,,PORS10,PORP38,43.6529,-70.2616,0.96
6528,PORS11PORP39L1_R,Reference,Surface,Surface,0,3,3,NA,Oe,O,Hinckley,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,0.96,NA,NA,51,0.696748004,36.6,0.723814908,10,NA,NA,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,,PORS11,PORP39,43.6483,-70.2605,0.96
6529,PORS11PORP39L2_R,Reference,Subsurface,,3,20,17,NA,A,A,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,,PORS11,PORP39,43.6483,-70.2605,0.96
6530,PORS11PORP39L3_R,Reference,Subsurface,,20,28,8,NA,Bw1,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,12.8,8,0.045440087,1.8,0.021238795,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS11,PORP39,43.6483,-70.2605,0.96
6531,PORS11PORP39L4_R,Reference,Subsurface,,28,41,13,NA,Bw2,B,Hinckley,,NA,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,NA,,NA,,,,,,,0.96,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,NA,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,,PORS11,PORP39,43.6483,-70.2605,0.96
